ID,91,Abs
Sim,Relative Faults,Abs Relative Faults
87.8,0.272463768115942,0.272463768115942
68.1,-0.1039473684210527,0.1039473684210527
48.45,-0.43662790697674414,0.43662790697674414
83.5,-0.6941391941391941,0.6941391941391941
154.3,-0.6645652173913044,0.6645652173913044
161.0,-0.49050632911392406,0.49050632911392406
134.4,-0.1493670886075949,0.1493670886075949
401.2,0.15287356321839077,0.15287356321839077
396.6,1.3748502994011977,1.3748502994011977
189.2,1.7028571428571426,1.7028571428571426
112.5,0.7578125,0.7578125
74.31,1.251818181818182,1.251818181818182
49.5,0.8333333333333334,0.8333333333333334
34.87,-0.2883673469387756,0.2883673469387756
33.66,-0.4481967213114755,0.4481967213114755
134.3,-0.5854938271604938,0.5854938271604938
297.4,0.08145454545454538,0.08145454545454538
328.3,-0.3381048387096774,0.3381048387096774
297.0,-0.27205882352941174,0.27205882352941174
297.7,-0.29787735849056607,0.29787735849056607
255.8,0.06583333333333338,0.06583333333333338
183.3,0.11768292682926836,0.11768292682926836
184.5,-0.12971698113207547,0.12971698113207547
139.4,1.3627118644067797,1.3627118644067797
92.06,0.2274666666666667,0.2274666666666667
68.6,0.12459016393442614,0.12459016393442614
46.42,-0.5661682242990654,0.5661682242990654
125.1,-0.6963592233009708,0.6963592233009708
480.4,-0.41769696969696973,0.41769696969696973
313.7,0.3880530973451327,0.3880530973451327
512.6,-0.46268343815513624,0.46268343815513624
764.1,-0.31959038290293856,0.31959038290293856
562.3,1.5559090909090907,1.5559090909090907
266.5,2.1726190476190474,2.1726190476190474
152.1,0.2570247933884297,0.2570247933884297
116.1,1.2326923076923075,1.2326923076923075
84.4,0.06835443037974691,0.06835443037974691
67.06,0.08161290322580649,0.08161290322580649
65.39,-0.6841062801932368,0.6841062801932368
227.0,-0.3244047619047619,0.3244047619047619
262.2,-0.2675977653631285,0.2675977653631285
348.6,-0.16201923076923072,0.16201923076923072
286.3,0.3378504672897197,0.3378504672897197
172.6,1.0547619047619048,1.0547619047619048
173.6,2.045614035087719,2.045614035087719
101.2,0.9461538461538462,0.9461538461538462
72.81,1.2753125,1.2753125
50.95,2.6392857142857147,2.6392857142857147
37.99,-0.22469387755102035,0.22469387755102035
33.52,-0.2204651162790697,0.2204651162790697
37.24,-0.6038297872340426,0.6038297872340426
229.9,-0.26314102564102565,0.26314102564102565
234.6,0.3482758620689655,0.3482758620689655
202.1,0.27106918238993705,0.27106918238993705
237.8,0.21948717948717955,0.21948717948717955
448.4,0.13232323232323226,0.13232323232323226
251.8,0.9519379844961241,0.9519379844961241
134.7,0.9242857142857142,0.9242857142857142
82.13,0.1098648648648648,0.1098648648648648
55.67,-0.13015624999999997,0.13015624999999997
