,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID,ID
0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
30,139.1,60.69,79.64,89.06,65.96,72.92,216.9,118.8,93.49,155.4,257.1,185.9,97.32,77.03,257.3,206.8,56.14,120.9,275.8,23.35,107.2,132.7,99.97,138.4,75.62,120.2,97.41,12.76,152.8,112.8,53.74,88.19,139.3,107.8,109.2,180.8,155.2,171.0,97.61,132.2,188.3,76.71,214.7,179.1,264.1,155.5,121.5,65.29,29.36,150.1,244.7,56.99,220.9,71.59,198.6,45.8,104.0,59.14,170.7,72.58,63.41,103.9,120.7,119.5,315.5,84.18,151.5,140.4,59.36,87.2,177.3,184.1,300.9,89.11,176.9,64.67,204.5,119.6,98.13,157.7,89.05,147.4,150.7,166.8,40.71,128.8,179.9,48.48,226.4,185.4,132.3,313.7,89.36,143.4,41.59,115.9,82.57,98.94,61.15,131.5
31,1004.0,780.8,954.7,1085.0,927.5,797.5,276.3,633.6,436.4,839.2,523.3,248.1,993.8,736.1,503.9,349.7,794.8,994.0,1301.0,457.7,428.4,914.6,758.7,944.6,906.0,599.5,980.3,290.5,591.3,501.0,823.9,723.5,899.9,401.8,1004.0,680.5,732.3,1043.0,898.8,749.6,649.1,877.9,499.0,704.4,456.8,993.9,910.6,815.7,356.5,603.3,1296.0,850.8,1189.0,537.3,823.0,696.6,800.1,402.4,520.8,917.6,844.7,520.5,848.1,789.0,586.6,898.3,898.1,311.8,881.9,875.2,928.0,681.7,416.7,559.2,665.8,853.8,293.9,1040.0,865.8,961.6,976.2,494.6,580.5,681.6,368.8,345.5,1119.0,386.1,741.0,1110.0,654.5,512.6,617.5,733.9,675.4,554.9,524.3,741.8,434.6,969.3
32,1002.0,917.3,948.2,989.5,877.9,910.4,356.2,941.9,660.9,918.2,766.4,405.6,904.7,864.7,794.6,467.7,938.0,981.3,1155.0,631.5,637.7,1071.0,910.7,950.8,892.5,810.2,961.2,554.2,800.7,651.1,919.5,793.2,892.3,649.0,1022.0,1007.0,874.9,1077.0,866.8,911.1,661.2,975.2,732.2,950.6,778.3,1075.0,987.1,928.9,596.5,968.1,1162.0,885.0,1191.0,720.2,1058.0,823.9,1056.0,646.9,937.2,918.7,876.2,731.7,964.4,954.9,870.1,931.0,902.2,592.8,919.8,870.7,1106.0,1074.0,711.1,735.0,878.8,888.5,439.1,1029.0,907.7,1041.0,911.8,787.2,803.9,921.4,559.6,598.1,1054.0,632.3,1101.0,1149.0,827.2,764.1,849.5,892.5,813.7,851.0,803.2,834.0,636.4,1039.0
33,113.6,67.57,78.13,67.83,43.09,89.17,391.6,181.3,112.2,189.2,401.3,422.7,60.69,92.73,552.1,375.9,79.31,75.31,123.2,17.92,228.3,154.0,136.1,126.8,58.11,189.2,91.77,27.75,213.8,127.0,61.4,87.77,125.1,132.4,67.4,308.2,154.9,164.3,48.02,219.8,198.6,79.27,418.5,313.6,684.7,122.9,145.4,71.86,35.06,330.3,158.6,50.32,186.3,87.67,247.7,53.47,157.2,165.9,382.4,68.3,71.41,133.0,201.2,154.3,938.6,94.46,130.2,388.8,62.94,74.27,227.6,350.6,477.6,103.5,342.1,57.99,500.0,62.48,99.65,203.9,32.07,270.0,210.4,304.8,49.43,351.1,60.97,61.19,452.8,148.3,138.5,562.3,153.9,175.2,50.46,220.0,108.5,89.04,81.53,132.8
34,111.3,132.0,99.77,141.7,106.4,95.86,370.5,140.1,147.3,163.3,283.4,278.6,122.3,112.4,203.6,331.1,100.7,64.82,114.7,27.83,87.23,86.73,85.5,154.8,110.5,158.5,111.9,30.98,209.2,158.0,109.5,117.3,126.0,164.6,67.97,101.8,170.5,88.27,50.63,84.87,202.6,137.1,144.4,123.3,257.2,109.8,98.14,123.6,56.41,191.9,111.7,88.19,106.2,70.4,165.8,92.92,111.5,163.1,285.6,111.2,158.6,129.7,174.0,131.9,581.8,133.5,112.4,119.8,122.7,118.4,84.57,109.0,271.2,119.1,93.86,93.56,418.2,56.54,135.3,50.85,51.61,246.8,197.0,86.56,48.74,131.2,65.71,98.63,115.3,109.6,140.8,266.5,181.8,157.2,107.2,83.61,147.0,112.2,76.36,92.83
35,224.3,88.7,135.2,196.3,65.57,70.65,341.8,130.2,160.1,287.5,202.9,189.7,96.77,98.05,159.4,306.8,96.7,155.8,261.1,24.47,136.0,210.5,83.9,202.2,69.06,174.5,129.9,17.18,297.3,288.2,150.7,108.7,134.6,156.4,194.3,159.7,276.9,165.8,166.0,86.97,201.2,152.1,126.7,153.1,156.5,247.5,159.6,85.45,72.48,197.6,142.4,120.8,201.6,147.0,215.0,59.8,103.2,261.6,251.0,109.6,127.3,167.7,228.5,174.0,291.1,155.3,126.1,93.18,137.0,136.2,216.9,119.4,182.7,231.7,97.35,149.0,333.3,102.3,126.2,112.2,56.71,253.8,273.6,114.8,81.99,150.9,114.1,75.68,165.1,205.1,165.8,152.1,172.4,184.0,71.99,111.5,125.9,218.5,97.48,214.5
36,111.8,41.74,43.64,34.96,18.6,24.26,303.1,92.34,124.5,141.3,136.5,149.1,42.33,18.15,164.4,261.8,24.58,15.58,29.03,13.14,106.5,94.65,38.4,88.84,21.01,142.5,49.94,7.625,194.9,177.1,64.16,82.02,84.21,141.7,41.31,116.5,158.0,57.85,33.81,40.59,161.2,49.77,113.8,146.4,156.4,98.0,123.0,37.95,29.27,125.7,25.98,27.04,45.83,56.73,142.2,23.17,46.49,206.0,157.3,32.8,47.5,123.5,143.1,119.9,178.4,68.98,71.76,87.34,33.58,42.17,100.3,72.58,124.9,113.6,75.14,45.8,257.5,18.39,67.86,37.55,1.114,196.7,190.9,89.79,30.59,152.6,9.106,64.34,158.3,43.09,128.0,116.1,103.6,138.4,35.93,77.58,99.78,97.04,73.23,65.08
37,68.93,40.35,31.03,18.91,16.51,13.15,261.1,84.81,122.0,111.5,106.1,118.3,39.17,9.391,118.9,226.1,13.97,5.294,12.58,13.55,64.71,36.58,26.15,68.78,16.2,130.5,45.3,5.728,154.4,170.8,21.14,75.79,82.28,139.3,11.33,57.01,137.1,37.99,6.476,18.5,147.1,25.82,100.3,69.96,112.3,63.26,49.32,35.74,27.32,60.78,23.89,20.9,16.87,49.94,64.03,21.93,41.77,161.0,106.5,26.45,41.94,119.9,129.6,53.51,123.4,57.19,69.34,76.64,26.42,32.37,36.74,58.66,100.2,95.31,37.04,34.68,205.0,10.5,55.68,5.887,0.7456,169.3,165.6,37.88,25.13,108.0,7.678,62.55,69.62,27.86,125.0,84.4,82.48,129.4,34.65,67.21,94.2,73.98,64.07,37.17
38,69.18,63.62,29.75,17.5,17.82,18.11,234.0,101.8,234.2,108.1,91.22,102.3,309.1,189.6,80.8,216.5,15.05,8.698,39.62,22.07,67.86,36.29,26.13,60.93,12.94,122.9,43.49,5.121,144.8,173.6,21.18,82.54,92.73,140.6,79.07,48.37,138.2,43.96,136.9,16.02,141.3,49.46,98.08,57.52,74.39,81.31,48.74,43.12,28.15,93.34,24.11,21.4,134.6,52.25,50.29,22.03,41.06,204.1,136.9,27.54,37.83,147.3,133.9,88.96,81.37,273.9,71.77,73.07,24.45,28.51,31.63,63.79,89.62,185.7,42.72,88.37,173.4,159.8,139.0,4.318,30.32,152.5,207.0,38.86,24.37,102.3,7.004,160.2,41.45,113.2,124.6,67.06,69.96,246.4,140.1,72.53,137.0,117.3,163.5,55.32
39,394.5,648.4,408.4,254.7,614.0,636.1,224.7,517.2,610.8,337.4,220.5,99.63,433.2,418.4,182.1,253.4,513.9,436.0,269.8,560.3,293.7,240.5,554.4,495.0,692.2,468.8,551.8,605.5,471.8,420.5,528.6,657.2,596.6,644.1,316.1,266.2,487.3,425.0,293.5,245.8,392.8,548.2,232.5,214.5,166.2,384.5,347.9,661.8,621.0,421.3,500.7,559.7,256.6,454.3,70.89,572.2,336.6,456.7,540.9,591.5,698.7,509.3,458.2,414.2,95.24,431.6,491.2,135.1,639.8,563.5,267.6,338.5,184.0,421.3,322.8,490.0,173.6,382.6,545.0,311.6,513.0,531.7,444.9,343.3,259.3,277.8,552.5,651.1,154.5,319.7,454.6,65.39,665.4,448.0,617.4,390.1,658.7,399.7,403.6,342.3
40,189.3,175.5,197.8,501.6,134.2,142.4,234.7,299.7,128.6,116.3,280.9,114.2,103.8,112.6,345.2,225.8,196.6,97.01,81.93,61.93,166.6,168.9,182.8,177.1,124.2,254.1,187.5,97.86,165.3,140.9,164.6,128.2,152.2,234.6,88.22,259.2,201.1,155.2,74.29,451.6,160.5,138.0,409.2,405.5,258.7,152.2,222.6,172.4,76.77,130.8,108.3,116.1,82.77,72.62,400.7,176.7,479.9,123.9,128.6,148.1,136.7,136.7,160.1,154.0,204.8,113.7,116.3,311.4,131.6,141.7,178.2,384.5,388.0,96.85,217.6,107.6,169.8,81.26,129.0,249.6,94.28,235.3,130.7,279.6,165.9,275.5,90.33,77.78,271.5,85.12,172.8,227.0,150.0,133.4,89.77,273.0,156.4,103.8,76.29,103.5
41,367.8,309.1,331.3,431.9,335.3,271.0,230.3,235.3,169.6,212.7,272.3,134.7,376.6,267.3,245.9,222.1,281.3,334.7,435.7,98.21,120.3,266.4,233.9,356.5,334.7,165.4,351.8,34.59,158.6,178.6,301.7,248.5,323.5,166.5,357.2,272.1,278.6,329.0,305.5,261.0,249.5,327.2,203.0,272.7,229.2,371.3,310.2,313.7,80.85,148.8,402.8,301.2,362.7,136.2,369.1,217.3,315.8,118.1,144.3,321.6,319.5,155.4,212.5,285.0,252.3,336.7,226.0,134.0,330.9,311.8,310.3,302.1,278.4,167.1,220.6,308.4,177.9,354.9,332.2,260.5,337.0,159.6,168.9,232.5,87.8,125.9,390.1,108.0,258.3,362.7,210.2,262.2,174.0,220.4,214.5,156.9,182.1,234.4,102.1,280.9
42,474.0,299.5,401.9,401.5,317.5,311.8,246.7,342.5,202.5,392.2,315.8,162.5,375.4,267.1,314.8,261.6,311.2,447.4,595.3,186.3,216.9,471.4,349.1,393.7,322.6,300.8,417.8,95.62,217.6,233.6,314.7,314.8,411.1,199.2,458.8,420.3,368.6,529.8,381.9,355.6,341.3,321.1,292.2,382.7,340.6,494.7,439.6,320.1,130.2,300.3,587.6,331.2,588.5,249.2,421.9,254.8,412.8,189.2,275.1,342.4,262.9,267.7,391.2,346.9,397.7,364.9,400.8,166.0,319.6,318.4,513.2,441.6,280.7,260.6,384.3,358.7,223.6,473.3,358.3,498.2,402.7,258.1,293.0,375.0,142.9,192.0,499.7,152.9,489.2,547.1,340.5,348.6,233.0,378.4,247.1,320.7,239.9,327.8,203.3,458.4
43,162.6,63.81,95.7,77.04,48.82,82.74,240.7,140.1,107.5,277.2,236.6,154.7,81.08,67.53,253.6,258.3,72.25,159.6,372.4,47.91,122.1,281.4,115.0,111.1,56.4,181.1,106.5,22.09,75.18,129.9,67.07,111.0,149.3,124.5,136.5,210.0,177.4,275.5,97.66,137.9,233.0,69.28,225.3,199.6,289.1,189.8,154.6,65.65,32.76,165.9,366.9,63.75,381.8,112.9,169.1,47.24,133.8,83.12,197.6,64.67,45.3,173.7,262.6,130.7,506.5,93.82,260.8,170.7,64.13,66.56,306.4,224.4,209.8,119.6,199.7,85.43,232.5,158.8,97.69,253.4,93.3,179.6,178.4,200.5,45.19,183.0,223.8,56.68,304.4,320.6,200.2,286.3,77.4,240.9,49.6,166.4,96.41,108.5,102.7,231.2
44,130.7,40.47,45.4,31.66,16.57,22.25,215.7,93.75,101.4,177.8,153.2,137.0,47.72,15.71,131.3,228.7,18.65,124.5,246.6,27.54,68.7,163.2,48.71,71.7,17.67,143.3,70.87,5.805,47.69,121.4,28.84,83.48,118.2,119.0,100.3,98.85,158.4,172.6,73.94,50.19,207.9,25.92,137.7,82.42,157.2,154.7,79.48,33.56,24.56,81.73,216.7,26.31,219.1,66.31,88.5,22.29,63.14,43.08,138.1,26.66,27.21,122.7,156.6,52.53,384.8,56.3,160.1,97.4,24.87,29.63,182.3,103.9,130.6,92.3,91.81,47.58,214.9,135.0,58.17,148.0,72.82,147.7,149.2,62.7,29.51,116.6,162.9,47.49,166.6,189.0,155.7,172.6,43.07,175.5,28.69,103.0,76.08,90.77,73.43,139.6
45,189.4,86.3,123.3,109.2,80.57,66.63,217.3,128.0,116.2,178.8,159.2,139.3,110.9,58.64,116.1,231.3,70.4,128.0,130.9,52.29,86.42,178.5,89.66,124.7,78.62,168.9,135.7,19.13,88.88,132.3,84.18,121.0,157.5,127.2,139.8,162.0,182.6,201.6,107.2,86.64,182.5,77.42,145.4,119.4,157.9,192.2,159.0,83.61,42.73,99.02,167.9,88.53,221.7,90.06,131.2,62.72,126.5,78.18,135.6,87.88,66.1,131.8,174.3,92.01,372.5,111.9,138.3,104.2,81.84,81.31,219.6,175.5,123.2,109.3,118.1,102.3,232.7,157.4,108.9,192.1,105.4,153.4,166.2,111.5,48.97,114.1,109.2,61.65,226.1,189.6,153.6,173.6,70.15,179.5,68.7,142.7,97.1,111.8,87.57,151.9
46,59.28,32.66,18.37,14.47,8.97,12.35,188.8,69.2,95.64,111.8,89.92,107.4,23.57,6.637,63.73,193.5,9.285,27.64,94.42,17.82,48.36,74.64,21.4,39.21,8.438,99.41,29.49,3.675,69.25,110.5,17.71,63.32,74.76,112.0,21.82,57.32,118.8,80.17,10.12,23.1,142.3,12.44,93.06,58.58,89.63,64.1,40.12,28.22,21.94,36.72,90.95,12.65,94.47,42.26,49.16,16.87,33.47,70.59,83.27,12.07,22.76,97.75,123.8,37.51,241.8,38.14,89.59,70.44,16.26,16.99,95.37,56.32,84.42,74.06,50.65,27.61,193.1,31.56,39.63,53.35,4.648,115.3,108.0,30.83,23.35,77.81,44.35,43.54,90.69,85.99,105.8,101.2,35.66,115.9,24.09,59.84,67.65,44.6,54.86,59.73
47,53.7,31.23,16.19,12.33,7.775,10.04,170.1,63.03,91.37,82.17,70.73,79.14,21.12,3.724,42.53,167.2,8.311,4.821,15.73,20.49,40.14,32.98,13.87,33.12,6.389,87.96,26.49,2.788,74.32,117.7,16.88,57.77,68.45,107.1,8.346,38.09,113.1,32.79,4.522,12.12,122.1,9.814,69.49,47.66,48.14,41.86,35.89,27.27,20.86,23.59,20.15,11.31,19.09,31.79,36.79,15.91,29.35,91.78,57.34,10.4,19.95,92.06,103.5,31.81,154.7,34.84,58.08,54.88,14.79,14.44,46.56,41.86,69.99,68.51,24.96,26.06,157.3,8.267,35.2,11.95,0.4155,98.86,94.58,20.32,20.82,64.48,2.966,40.84,38.73,20.22,93.86,72.81,29.27,97.32,22.54,49.41,63.75,39.74,50.24,24.76
48,51.38,29.59,14.13,10.73,6.626,9.581,153.7,58.75,86.31,72.4,58.79,58.17,18.73,2.355,34.23,150.7,7.521,3.052,8.326,19.46,35.68,31.7,12.28,27.65,4.785,80.47,23.92,2.124,79.97,121.8,16.04,52.57,65.8,101.6,6.717,32.92,107.6,31.04,4.12,10.43,112.7,7.558,59.56,45.42,29.0,38.49,33.95,25.88,19.72,15.22,12.25,10.01,14.58,29.4,29.0,14.97,26.82,107.0,38.87,8.766,16.95,86.43,99.75,28.71,105.1,31.52,54.19,51.24,13.23,12.06,41.72,38.03,61.53,63.06,19.39,24.51,138.3,7.854,31.33,4.858,0.3617,84.57,83.31,21.62,19.12,57.56,2.402,37.82,23.21,18.3,87.74,50.95,23.68,88.55,20.85,46.6,59.34,35.56,47.9,22.55
49,49.38,27.79,12.1,9.165,5.522,9.071,137.1,54.62,80.79,60.69,49.12,46.81,16.39,1.92,29.12,137.3,6.676,1.98,3.8,18.17,32.5,26.64,10.89,22.75,3.513,69.45,21.35,1.61,77.56,120.0,15.16,47.63,62.65,95.81,5.762,29.9,101.7,26.89,3.759,9.536,103.3,5.695,55.79,43.19,21.29,35.02,31.84,24.19,18.54,9.741,9.398,8.699,6.532,25.74,22.56,13.96,24.49,101.1,26.33,7.183,14.04,78.72,85.91,25.5,63.49,28.13,48.25,48.52,11.79,9.765,38.44,35.06,55.47,57.68,18.01,22.87,114.3,7.399,27.77,3.261,0.2877,71.88,71.14,21.78,17.71,51.34,1.927,34.64,18.68,10.46,81.52,37.99,18.63,79.72,19.07,43.69,54.64,31.37,42.94,18.44
50,63.44,27.03,27.37,28.27,4.759,8.875,125.4,52.52,80.05,68.99,43.39,42.22,35.69,9.587,27.53,130.1,17.81,19.23,24.55,18.49,33.97,38.7,9.94,36.87,2.705,62.55,23.46,1.287,86.64,131.1,30.74,44.8,61.7,93.62,30.41,31.42,117.7,26.01,14.09,9.042,99.33,22.72,55.48,47.48,19.34,47.14,39.92,23.42,28.36,16.89,8.523,26.04,38.76,36.1,25.08,13.48,23.2,107.6,18.93,6.069,32.24,76.06,81.51,29.98,43.75,74.67,46.69,47.65,31.59,19.66,44.33,33.47,54.99,71.42,20.35,40.53,94.19,28.33,25.7,2.176,0.2428,63.65,82.31,25.81,29.53,50.38,1.632,33.03,18.92,23.53,78.53,33.52,15.14,78.4,18.08,42.41,52.26,46.78,45.25,29.68
51,303.7,440.5,233.1,96.93,387.8,491.1,123.7,326.0,486.6,273.6,122.7,52.85,468.0,438.7,102.3,159.0,392.2,298.0,257.8,365.6,233.7,156.0,365.9,282.3,447.4,246.8,328.7,315.4,280.0,308.1,373.8,407.5,400.7,322.6,334.7,184.6,317.4,315.8,363.2,149.7,303.1,423.4,98.85,149.9,80.1,282.9,251.6,448.2,368.4,311.4,319.7,376.4,281.0,292.5,56.23,336.1,184.2,362.7,376.5,409.9,462.3,328.5,295.4,399.0,42.44,433.7,344.8,77.08,422.6,385.1,253.0,224.0,120.6,381.6,212.6,378.8,79.29,377.9,451.8,169.2,346.2,243.7,310.1,231.5,127.3,131.2,361.7,477.4,94.17,323.5,268.4,37.24,404.5,407.9,472.2,262.3,492.2,325.2,324.4,265.1
52,326.7,268.2,324.1,629.5,298.1,243.0,139.3,300.7,117.5,137.6,197.5,85.95,215.3,228.1,324.7,148.0,269.8,251.6,208.3,81.4,176.4,320.8,232.5,282.8,285.9,255.9,323.2,123.8,156.8,157.8,314.9,205.4,243.8,263.0,230.0,362.4,286.5,255.1,190.6,470.6,150.9,256.2,334.9,491.2,297.9,298.1,338.1,272.4,97.6,187.3,228.4,214.9,220.8,93.97,467.1,273.8,540.4,148.0,136.4,281.8,265.3,123.1,224.2,271.4,162.4,223.2,169.3,226.4,250.3,262.8,277.8,398.9,292.4,99.36,300.7,215.2,101.5,229.0,211.8,359.9,233.7,224.3,134.4,363.7,292.9,218.2,211.9,79.38,349.2,211.7,194.0,229.9,208.5,142.0,162.7,245.7,155.2,147.0,93.7,201.0
53,186.6,157.6,155.2,182.9,145.1,154.0,126.9,125.0,78.72,79.51,146.5,105.9,153.4,143.7,205.1,127.2,151.6,147.5,167.2,33.97,70.37,122.6,115.3,152.2,143.7,82.55,162.2,9.378,41.63,85.2,157.9,109.7,137.7,86.1,154.3,175.8,145.8,158.5,132.9,160.3,118.6,158.9,151.9,191.3,210.6,174.3,172.3,157.8,29.51,65.5,155.2,135.9,159.7,45.33,219.9,99.6,170.7,46.53,92.41,151.1,146.0,70.52,81.59,161.7,214.3,156.8,78.69,105.3,149.0,142.8,175.5,180.4,188.1,63.36,156.6,130.2,108.8,161.5,135.9,141.0,138.8,72.1,75.59,163.0,35.07,85.73,136.4,39.28,176.4,153.1,86.32,234.6,72.48,95.74,83.03,81.94,77.35,78.47,43.14,103.1
54,205.1,101.5,139.6,170.8,112.5,108.4,124.4,112.1,70.43,171.6,123.8,111.6,142.9,95.55,152.5,134.6,104.1,207.3,402.7,35.58,55.37,224.9,105.9,141.6,117.5,100.9,156.1,7.509,40.61,88.96,110.3,109.2,178.0,79.55,192.3,171.2,153.3,263.3,159.1,129.6,146.4,110.3,110.3,158.4,173.5,217.5,167.4,113.3,19.52,54.42,362.5,117.4,353.2,72.08,148.9,69.13,151.9,43.36,95.14,115.5,88.16,90.34,173.9,123.3,259.7,127.3,196.6,55.4,109.3,109.3,287.0,177.6,134.3,66.29,150.8,121.9,123.0,215.5,118.1,223.1,164.1,80.11,94.65,150.5,36.36,54.21,260.7,29.53,218.5,315.3,110.6,202.1,47.78,145.1,56.42,86.34,57.03,81.86,56.41,181.6
55,505.5,193.7,297.0,332.4,244.6,175.2,132.9,227.9,129.2,487.1,230.1,115.7,322.4,186.6,140.6,196.6,173.0,562.3,803.1,215.2,171.3,543.6,218.8,323.0,250.4,331.8,354.8,56.59,193.6,281.3,195.6,289.5,451.9,122.8,514.1,358.7,384.4,623.4,496.8,190.9,369.9,187.5,221.1,187.4,222.2,553.3,327.4,203.3,80.92,171.1,755.5,244.3,709.6,284.0,211.8,167.3,264.5,142.3,183.4,222.7,190.4,284.9,478.4,169.2,423.2,238.4,531.7,128.7,216.5,239.1,601.4,347.5,132.3,274.4,256.7,294.0,168.9,585.4,260.1,562.1,495.5,233.7,327.6,221.6,120.2,143.5,686.1,83.71,475.1,657.3,382.9,237.8,116.5,434.9,157.1,308.6,126.4,326.8,227.3,527.3
56,523.6,432.2,464.8,498.4,423.2,454.2,176.5,427.0,262.1,426.5,343.8,182.3,440.3,417.7,386.1,271.9,446.6,507.8,591.7,262.0,324.1,536.8,445.7,437.4,433.9,389.3,468.3,191.4,266.4,262.4,445.6,376.7,443.4,250.0,532.1,541.4,413.7,568.2,434.0,475.3,346.3,456.0,438.6,502.8,472.7,560.2,518.6,443.3,224.9,416.6,607.7,415.4,678.5,304.2,490.8,379.7,496.4,253.5,395.3,446.4,408.4,304.5,460.5,469.1,650.4,442.1,423.2,332.3,442.2,410.9,646.1,558.1,318.5,307.5,495.7,421.0,249.8,534.6,421.9,583.6,461.6,317.7,367.8,511.3,214.9,325.3,506.1,237.5,657.7,624.9,343.8,448.4,355.0,409.3,359.5,421.4,328.2,351.8,265.8,486.0
57,96.53,55.21,59.13,41.96,34.06,65.91,163.2,98.33,71.1,106.2,186.6,172.0,35.54,49.71,207.5,213.0,59.71,76.32,56.77,31.03,86.42,101.6,76.06,60.97,40.55,111.7,64.84,15.03,38.91,79.1,61.94,78.85,86.87,83.93,64.47,124.2,117.9,126.1,45.53,97.44,135.9,59.57,164.8,133.0,257.1,86.03,89.07,55.9,26.21,114.5,81.9,47.64,111.1,51.76,103.4,41.12,80.92,45.85,191.3,50.84,41.47,78.92,107.1,86.77,535.8,65.28,75.06,132.8,54.03,42.39,135.3,121.4,175.5,65.23,137.8,54.96,238.1,75.1,64.52,136.1,42.15,135.3,118.1,125.4,33.47,122.3,42.95,37.27,194.5,98.81,80.16,251.8,65.16,104.0,44.71,88.47,62.85,48.52,55.82,82.57
58,41.55,19.2,7.229,6.067,5.005,10.75,153.7,55.06,64.97,101.5,110.6,147.9,9.662,11.27,98.81,191.2,5.196,31.65,92.05,18.29,45.58,68.5,14.71,23.96,8.737,95.83,14.48,4.916,36.14,77.42,10.96,57.82,55.11,78.1,19.52,47.42,96.38,66.26,12.59,24.97,137.1,8.49,79.13,45.67,116.1,39.58,23.84,20.61,16.3,57.65,87.13,7.856,83.96,29.42,36.15,11.44,18.04,39.01,132.5,6.75,16.99,75.51,111.9,22.56,293.4,19.02,82.99,54.2,10.8,10.6,88.39,37.26,107.7,49.55,50.08,16.67,216.6,22.64,25.71,48.4,9.193,114.6,110.0,28.09,20.3,58.85,42.46,27.4,71.78,79.79,71.28,134.7,31.15,89.53,14.06,37.35,39.85,22.23,46.78,53.38
59,64.3,33.09,32.81,37.09,20.81,11.51,148.7,51.95,68.79,98.94,78.56,116.3,19.72,21.19,42.52,168.5,19.42,60.84,82.43,21.65,33.04,68.45,10.53,50.9,14.42,92.56,32.21,5.709,58.97,90.25,31.41,60.27,69.5,78.99,44.86,35.47,106.1,57.95,36.57,9.738,121.3,30.23,46.54,33.09,52.36,66.49,37.49,33.49,25.22,45.66,50.38,32.18,70.77,47.55,35.27,13.7,19.45,58.42,100.3,20.75,40.13,94.41,128.4,19.91,173.0,39.55,75.17,37.87,34.44,31.51,91.53,27.68,73.91,56.68,19.57,45.39,194.8,22.62,33.5,31.06,27.4,107.2,121.1,15.9,27.17,48.39,17.86,28.94,41.37,82.87,61.06,82.13,32.76,92.29,18.92,40.14,43.3,39.96,61.4,61.19
60,52.67,21.29,23.89,20.14,7.27,16.77,144.5,50.25,70.07,74.42,62.27,89.56,25.68,15.33,36.01,154.4,14.79,18.68,21.15,18.7,38.04,42.86,15.06,32.53,7.391,87.5,16.27,4.911,72.73,93.14,29.59,51.38,54.79,76.81,23.18,48.55,103.0,43.27,21.7,19.0,108.3,22.72,39.23,55.18,38.28,44.11,48.17,23.33,17.83,50.65,9.951,20.55,45.56,29.41,48.53,13.01,18.52,84.09,69.17,11.36,26.04,66.98,89.6,44.77,118.8,46.6,43.95,39.56,23.25,26.09,72.13,36.74,59.27,55.63,26.38,28.07,162.6,18.59,25.25,35.91,3.296,92.31,110.8,38.9,26.37,62.44,4.244,29.1,58.05,26.0,57.88,55.67,30.31,70.05,15.93,43.5,41.48,32.73,52.78,36.1
